A,C,P,B,L,R,LA
2,5,60,35.8568,181,0.94,33
2,5,60,35.8015,167.467,0.96,33
2,5,79,36.0105,164.533,0.98,34
2,5,79,36.0105,217.667,0.9,34
2,5,79,36.0398,165.133,0.98,34
2,5,79,35.9812,178.435,0.94,34
2,5,79,35.991,178.067,0.96,34
2,5,79,35.965,177.067,0.96,34
2,5,79,35.965,163.733,0.98,34
2,5,79,35.9845,177.867,0.96,34
2,5,79,36.0398,151,1,34
2,5,79,35.9975,193.542,0.92,34
2,5,79,36.0268,163.933,0.98,34
2,5,79,36.0073,164.533,0.98,34
2,5,79,35.9877,191.2,0.94,34
2,5,79,36.0496,165.933,0.98,34
2,5,79,36.0821,165.133,0.98,34
2,5,91,30.3978,164.133,0.98,35
2,5,91,30.44,205.333,0.92,35
2,5,91,30.4108,177.067,0.96,35
2,5,91,30.44,191.8,0.94,35
2,5,91,30.427,151.2,1,35
2,5,91,30.414,151.837,0.98,35
2,5,91,30.4368,192.2,0.94,35
2,5,91,30.3945,163.933,0.98,35
2,5,91,30.4531,192.4,0.94,35
2,5,91,30.4433,165.933,0.98,35
2,5,91,30.4108,177.667,0.96,35
2,5,91,30.4335,178.267,0.96,35
2,5,91,30.4075,164.533,0.98,35
2,5,91,30.4596,179.067,0.96,35
2,5,91,30.4368,163.933,0.98,35
2,5,92,30.4238,154.733,0.98,36
2,5,92,30.4075,154.014,0.96,36
2,5,92,30.4173,221.6,0.9,36
2,5,92,30.4173,153.933,0.98,36
2,5,92,30.4043,302.8,0.84,36
2,5,92,30.3945,141,1,36
2,5,92,30.4075,167.267,0.96,36
2,5,92,30.4238,140.6,1,36
2,5,92,30.44,167.667,0.96,36
2,5,92,30.4628,168.867,0.96,36
2,5,92,30.4433,154.533,0.98,36
2,5,92,30.4303,168.267,0.96,36
2,5,92,30.4531,193.333,0.92,36
2,5,92,30.4335,166.667,0.96,36
2,5,92,30.4498,169.667,0.96,36
2,6,60,32.2063,145.533,0.98,37
2,6,60,32.1412,143.933,0.98,37
2,6,60,32.1445,144.133,0.98,37
2,6,60,32.1738,143.733,0.98,37
2,6,60,32.1575,157.267,0.96,37
2,6,60,32.1738,157.067,0.96,37
2,6,60,32.203,212.6,0.88,37
2,6,60,32.1477,157.467,0.96,37
2,6,60,32.125,144.133,0.98,37
2,6,60,32.1477,158.267,0.96,37
2,6,60,32.177,170.4,0.94,37
2,6,60,32.2096,159.067,0.96,37
2,6,60,32.1738,171.2,0.94,37
2,6,60,32.164,185.646,0.9,37
2,6,60,32.1347,170.4,0.94,37
2,6,91,37.8237,235.733,0.92,38
2,6,91,37.7846,234.133,0.92,38
2,6,91,37.7814,274.933,0.88,38
2,6,91,37.8237,236.463,0.9,38
2,6,91,37.7781,248.267,0.9,38
2,6,91,37.7911,300.8,0.86,38
2,6,91,37.7684,261.4,0.9,38
2,6,91,37.8562,275.733,0.88,38
2,6,91,37.8204,233.733,0.92,38
2,6,91,37.7684,221.8,0.94,38
2,6,91,37.8302,208.667,0.96,38
2,6,91,37.8172,195.733,0.98,38
2,6,91,37.8302,220.6,0.94,38
2,6,91,37.7358,260,0.88,38
2,6,91,37.8529,208.467,0.96,38
2,6,92,37.7814,238.067,0.92,39
2,6,92,37.8074,212.041,0.92,39
2,6,92,37.8107,184.733,0.98,39
2,6,92,37.866,223.933,0.92,39
2,6,92,37.7586,211,0.94,39
2,6,92,37.8041,225.333,0.92,39
2,6,92,37.7879,224.933,0.94,39
2,6,92,37.8725,239.456,0.88,39
2,6,92,37.8172,197.867,0.96,39
2,6,92,37.8041,210.6,0.94,39
2,6,92,37.7554,388.095,0.74,39
2,6,92,37.8692,291.6,0.86,39
2,6,92,37.8009,210.4,0.94,39
2,6,92,37.7684,211.8,0.94,39
2,6,92,37.8204,279.467,0.86,39
2,7,60,40.0113,178.267,0.96,40
2,7,60,40.1056,208.933,0.92,40
2,7,60,40.0438,191.6,0.94,40
2,7,60,40.0698,179.867,0.96,40
2,7,60,40.0698,247.333,0.88,40
2,7,60,39.9918,191.6,0.94,40
2,7,60,40.0633,177.867,0.96,40
2,7,60,40.0894,207.733,0.92,40
2,7,60,40.0275,232.4,0.9,40
2,7,60,40.0373,191.6,0.94,40
2,7,60,40.008,192,0.94,40
2,7,60,40.0861,180.667,0.96,40
2,7,60,40.0536,206.933,0.92,40
2,7,60,40.0438,272.8,0.9,40
2,7,60,40.0048,177.467,0.96,40
2,7,64,40.2431,227.467,0.92,41
2,7,64,40.2236,174.83,0.96,41
2,7,64,40.152,294.533,0.86,41
2,7,64,40.1878,215.238,0.9,41
2,7,64,40.2138,228.267,0.9,41
2,7,64,40.2268,175.333,0.98,41
2,7,64,40.2203,240,0.9,41
2,7,64,40.1845,214.533,0.92,41
2,7,64,40.152,214.133,0.92,41
2,7,64,40.2073,201.6,0.94,41
2,7,64,40.2106,161.2,1,41
2,7,64,40.2496,174.933,0.98,41
2,7,64,40.1911,240.8,0.9,41
2,7,64,40.2789,161.6,1,41
2,7,64,40.2236,254.133,0.88,41
2,7,91,43.5419,287.133,0.86,42
2,7,91,43.5647,217.667,0.96,42
2,7,91,43.5484,260.067,0.9,42
2,7,91,43.5419,246.933,0.92,42
2,7,91,43.5744,273.6,0.9,42
2,7,91,43.5191,245.133,0.92,42
2,7,91,43.5224,231.4,0.94,42
2,7,91,43.4606,284.533,0.86,42
2,7,91,43.5289,258.667,0.9,42
2,7,91,43.4866,245.133,0.92,42
2,7,91,43.5159,311.8,0.88,42
2,7,91,43.5159,244.733,0.92,42
2,7,91,43.5647,245.133,0.92,42
2,7,91,43.5484,191.4,1,42
2,7,91,43.5094,323.733,0.84,42
2,7,92,43.7705,229.067,0.96,43
2,7,92,43.7379,229.467,0.96,43
2,7,92,43.7379,309.067,0.9,43
2,7,92,43.6468,269.067,0.92,43
2,7,92,43.7184,254.933,0.92,43
2,7,92,43.7217,215.733,0.98,43
2,7,92,43.6729,280.8,0.88,43
2,7,92,43.7086,215.133,0.98,43
2,7,92,43.7542,229.467,0.96,43
2,7,92,43.7086,227.867,0.96,43
2,7,92,43.6696,269.067,0.9,43
2,7,92,43.7086,241.6,0.94,43
2,7,92,43.7119,229.067,0.96,43
2,7,92,43.7347,241.4,0.94,43
2,7,92,43.7119,254.733,0.92,43
2,8,60,45.4391,240.4,0.88,44
2,8,60,45.4619,176.733,0.98,44
2,8,60,45.4781,202.6,0.94,44
2,8,60,45.5074,188.267,0.96,44
2,8,60,45.4586,244,0.9,44
2,8,60,45.3936,214.83,0.9,44
2,8,60,45.4359,188.667,0.96,44
2,8,60,45.374,293.933,0.86,44
2,8,60,45.4847,202.6,0.94,44
2,8,60,45.3578,241.6,0.88,44
2,8,60,45.3968,229.467,0.9,44
2,8,60,45.4001,201.6,0.94,44
2,8,60,45.4196,242.4,0.88,44
2,8,60,45.4489,229.667,0.9,44
2,8,60,45.4131,200.8,0.94,44
2,8,63,49.3116,208.067,0.96,45
2,8,63,49.3442,262.6,0.9,45
2,8,63,49.3181,248.867,0.9,45
2,8,63,49.3051,249.467,0.92,45
2,8,63,49.2303,195.133,0.98,45
2,8,63,49.2889,238.733,0.92,45
2,8,63,49.3084,262,0.88,45
2,8,63,49.2433,195.533,0.98,45
2,8,63,49.2824,196.054,0.96,45
2,8,63,49.3279,207.867,0.96,45
2,8,63,49.3051,209.867,0.96,45
2,8,63,49.2824,248.867,0.92,45
2,8,63,49.2563,208.067,0.96,45
2,8,63,49.2368,261.8,0.88,45
2,8,63,49.3116,220.4,0.94,45
2,8,64,49.3051,219.067,0.96,46
2,8,64,49.3116,231.6,0.96,46
2,8,64,49.2791,258.867,0.92,46
2,8,64,49.2954,230.6,0.94,46
2,8,64,49.2954,263.688,0.84,46
2,8,64,49.2661,245.133,0.92,46
2,8,64,49.2661,258.067,0.92,46
2,8,64,49.1848,296.667,0.84,46
2,8,64,49.2401,257.067,0.92,46
2,8,64,49.1978,323.533,0.86,46
2,8,64,49.2043,338.467,0.8,46
2,8,64,49.3247,205.133,0.98,46
2,8,64,49.3669,233.6,0.94,46
2,8,64,49.2921,257.667,0.92,46
2,8,64,49.2596,244.533,0.92,46
2,8,72,49.3906,240.2,0.94,47
2,8,72,49.4329,255.133,0.94,47
2,8,72,49.4686,228.067,0.96,47
2,8,72,49.4491,296.533,0.9,47
2,8,72,49.4361,280.2,0.88,47
2,8,72,49.4426,294.733,0.88,47
2,8,72,49.4491,240.2,0.94,47
2,8,72,49.4621,336.733,0.86,47
2,8,72,49.4947,215.133,0.98,47
2,8,72,49.5272,216.133,0.98,47
2,8,72,49.537,215.133,0.98,47
2,8,72,49.4882,270.267,0.92,47
2,8,72,49.4524,280.8,0.9,47
2,8,72,49.4394,269.467,0.9,47
2,8,72,49.4882,267.667,0.9,47
2,8,86,47.5031,280.68,0.9,48
2,8,86,47.5389,278.435,0.88,48
2,8,86,47.5779,278.667,0.92,48
2,8,86,47.6039,265.333,0.92,48
2,8,86,47.5584,251.6,0.94,48
2,8,86,47.5486,237.267,0.96,48
2,8,86,47.5454,292.2,0.9,48
2,8,86,47.5551,293.8,0.9,48
2,8,86,47.5454,304.133,0.88,48
2,8,86,47.5486,239.456,0.94,48
2,8,86,47.5486,361.867,0.86,48
2,8,86,47.5259,252.2,0.94,48
2,8,86,47.5356,212.4,1,48
2,8,86,47.4836,398.467,0.78,48
2,8,86,47.5259,305.333,0.88,48
2,8,88,45.4155,261.467,0.92,49
2,8,88,45.4187,204.733,0.98,49
2,8,88,45.3797,298.867,0.86,49
2,8,88,45.3927,205.533,0.98,49
2,8,88,45.396,191,1,49
2,8,88,45.3862,204.733,0.98,49
2,8,88,45.3602,272.041,0.88,49
2,8,88,45.383,217.867,0.96,49
2,8,88,45.2854,313.878,0.84,49
2,8,88,45.409,218.867,0.96,49
2,8,88,45.4057,205.733,0.98,49
2,8,88,45.383,271.6,0.88,49
2,8,88,45.409,217.667,0.96,49
2,8,88,45.3992,217.867,0.96,49
2,8,88,45.3862,244.133,0.92,49
2,8,89,48.2376,310.8,0.88,50
2,8,89,48.2213,286.133,0.92,50
2,8,89,48.2018,272.8,0.94,50
2,8,89,48.3124,285.733,0.92,50
2,8,89,48.2246,260.667,0.96,50
2,8,89,48.2409,245.933,0.98,50
2,8,89,48.2571,324.533,0.88,50
2,8,89,48.153,354.2,0.82,50
2,8,89,48.2994,303.067,0.9,50
2,8,89,48.2278,274.4,0.94,50
2,8,89,48.2799,232.6,1,50
2,8,89,48.2409,260.68,0.94,50
2,8,89,48.2344,285.733,0.92,50
2,8,89,48.2116,325.533,0.86,50
2,8,89,48.1628,313.2,0.88,50
2,8,90,49.0974,342.2,0.88,51
2,8,90,49.0682,433.733,0.84,51
2,8,90,49.0974,288.667,0.96,51
2,8,90,49.1137,315.733,0.92,51
2,8,90,49.156,357.133,0.88,51
2,8,90,49.2015,303,0.94,51
2,8,90,49.1625,274.133,0.98,51
2,8,90,49.143,275.933,0.98,51
2,8,90,49.1495,276.133,0.98,51
2,8,90,49.1397,289.067,0.96,51
2,8,90,49.1397,303.542,0.9,51
2,8,90,49.2731,288.867,0.96,51
2,8,90,49.1072,300.4,0.94,51
2,8,90,49.0747,354.933,0.9,51
2,8,90,49.0779,303,0.94,51
1,1,60,10.8136,594.218,0.5,52
1,1,60,10.8624,370,0.68,52
1,1,60,10.8136,596.667,0.54,52
1,1,60,10.7941,513.768,0.48,52
1,1,60,10.8331,567.007,0.56,52
1,1,60,10.7908,635.034,0.46,52
1,1,60,10.8233,583.333,0.56,52
1,1,60,10.8103,543.333,0.54,52
1,1,60,10.781,1111.22,0.46,52
1,1,60,10.7973,716.667,0.46,52
1,1,60,10.8071,636.667,0.54,52
1,1,60,10.8364,463.333,0.6,52
1,1,60,10.8429,471.769,0.6,52
1,1,60,10.7843,1036.67,0.38,52
1,1,60,10.8656,450,0.56,52
1,1,69,10.8494,349.32,0.7,53
1,1,69,10.8559,370,0.66,53
1,1,69,10.8656,316.667,0.68,53
1,1,69,10.8591,343.333,0.7,53
1,1,69,10.8559,290,0.68,53
1,1,69,10.8851,223.333,0.8,53
1,1,69,10.8559,276.667,0.72,53
1,1,69,10.8754,396.667,0.72,53
1,1,69,10.8396,290,0.72,53
1,1,69,10.8461,370,0.68,53
1,1,69,10.8949,223.333,0.8,53
1,1,69,10.8656,303.333,0.72,53
1,1,69,10.8396,356.667,0.64,53
1,1,69,10.8396,376.241,0.66,53
1,1,69,10.8754,316.667,0.72,53
1,2,72,10.8526,316.667,0.7,54
1,2,72,10.8754,213.265,0.76,54
1,2,72,10.8721,186.054,0.8,54
1,2,72,10.8429,418.794,0.58,54
1,2,72,10.8689,240.476,0.74,54
1,2,72,10.8819,316.667,0.68,54
1,2,72,10.9047,196.667,0.82,54
1,2,72,10.9242,158.844,0.86,54
1,2,72,10.8689,290,0.7,54
1,2,72,10.8851,356.667,0.76,54
1,2,72,10.8526,430.952,0.64,54
1,2,72,10.8721,250,0.78,54
1,2,72,10.8494,383.333,0.66,54
1,2,72,10.8721,316.667,0.68,54
1,2,72,10.8884,410,0.76,54
1,2,87,13.1411,166.667,0.84,55
1,2,87,13.1638,180,0.84,55
1,2,87,13.1443,168.844,0.84,55
1,2,87,13.1671,193.333,0.8,55
1,2,87,13.1346,313.333,0.78,55
1,2,87,13.1085,260,0.74,55
1,2,87,13.1508,260,0.78,55
1,2,87,13.1281,260,0.76,55
1,2,87,13.1573,168.844,0.82,55
1,2,87,13.1053,304.898,0.72,55
1,2,87,13.1346,198.889,0.78,55
1,2,87,13.1085,393.333,0.7,55
1,2,87,13.0923,386.241,0.64,55
1,2,87,13.0825,282.222,0.7,55
1,2,87,13.1216,345.714,0.7,55
1,4,60,13.1541,166.667,0.86,56
1,4,60,13.1378,223.265,0.78,56
1,4,60,13.1638,168.844,0.84,56
1,4,60,13.1769,153.333,0.86,56
1,4,60,13.1573,180,0.84,56
1,4,60,13.1443,206.667,0.8,56
1,4,60,13.1443,193.333,0.82,56
1,4,60,13.1248,273.333,0.74,56
1,4,60,13.1508,166.667,0.86,56
1,4,60,13.1964,126.667,0.9,56
1,4,60,13.1573,140,0.88,56
1,4,60,13.1476,166.667,0.84,56
1,4,60,13.1769,206.667,0.82,56
1,4,60,13.1248,206.667,0.8,56
1,4,60,13.1931,126.667,0.9,56
1,5,60,15.3872,282.766,0.72,57
1,5,60,15.3938,310,0.74,57
1,5,60,15.3515,310,0.7,57
1,5,60,15.3612,376.667,0.74,57
1,5,60,15.3938,323.333,0.7,57
1,5,60,15.3742,342.109,0.7,57
1,5,60,15.3807,206.054,0.78,57
1,5,60,15.3742,336.667,0.72,57
1,5,60,15.3547,382.925,0.66,57
1,5,60,15.3352,296.667,0.74,57
1,5,60,15.3547,229.42,0.72,57
1,5,60,15.3645,342.109,0.74,57
1,5,60,15.3905,243.333,0.78,57
1,5,60,15.3547,283.333,0.74,57
1,5,60,15.4068,230,0.8,57
1,5,91,11.505,296.667,0.72,58
1,5,91,11.5505,363.333,0.74,58
1,5,91,11.5733,176.667,0.84,58
1,5,91,11.4952,350,0.68,58
1,5,91,11.5375,226.028,0.78,58
1,5,91,11.531,256.667,0.76,58
1,5,91,11.5407,296.667,0.72,58
1,5,91,11.531,274.082,0.76,58
1,5,91,11.5603,216.667,0.82,58
1,5,91,11.5277,203.333,0.8,58
1,5,91,11.5277,222.778,0.78,58
1,5,91,11.5765,190,0.84,58
1,5,91,11.5017,470,0.62,58
1,5,91,11.5668,216.667,0.8,58
1,5,91,11.4822,339.504,0.68,58
1,6,91,13.6275,533.333,0.56,59
1,6,91,13.7218,373.333,0.66,59
1,6,91,13.7316,360,0.64,59
1,6,91,13.673,520,0.58,59
1,6,91,13.7446,386.667,0.66,59
1,6,91,13.6828,515.374,0.58,59
1,6,91,13.6958,520,0.6,59
1,6,91,13.7674,320,0.72,59
1,6,91,13.6926,400,0.58,59
1,6,91,13.7641,253.333,0.76,59
1,6,91,13.7837,346.667,0.74,59
1,6,91,13.6503,613.333,0.54,59
1,6,91,13.7218,433.741,0.62,59
1,6,91,13.7316,420.136,0.6,59
1,6,91,13.7414,506.667,0.62,59
1,7,60,19.7885,476.667,0.62,60
1,7,60,19.808,373.688,0.66,60
1,7,60,19.821,383.333,0.66,60
1,7,60,19.756,530,0.6,60
1,7,60,19.7462,650,0.6,60
1,7,60,19.821,409.444,0.62,60
1,7,60,19.7462,590,0.6,60
1,7,60,19.769,450,0.6,60
1,7,60,19.8275,343.333,0.72,60
1,7,60,19.808,402.925,0.64,60
1,7,60,19.8568,356.667,0.74,60
1,7,60,19.782,703.333,0.56,60
1,7,60,19.7755,511.769,0.64,60
1,7,60,19.756,503.333,0.6,60
1,7,60,19.8308,280.476,0.74,60
1,7,91,21.9078,603.401,0.52,61
1,7,91,21.8525,660,0.46,61
1,7,91,21.9468,740,0.54,61
1,7,91,21.9501,473.333,0.6,61
1,7,91,21.9728,475,0.58,61
1,7,91,22.0737,304.082,0.76,61
1,7,91,21.9989,473.333,0.6,61
1,7,91,21.9436,580,0.56,61
1,7,91,21.9794,753.061,0.46,61
1,7,91,21.9728,467.347,0.56,61
1,7,91,21.9533,473.333,0.58,61
1,7,91,21.9761,420,0.64,61
1,7,91,21.8427,940,0.46,61
1,7,91,21.9859,540,0.62,61
1,7,91,21.9045,673.333,0.54,61
1,7,92,21.9924,473.333,0.64,62
1,7,92,21.9403,513.333,0.58,62
1,7,92,21.9728,440.136,0.6,62
1,7,92,22.0086,480.952,0.62,62
1,7,92,21.9306,603.401,0.54,62
1,7,92,21.9631,586.111,0.56,62
1,7,92,22.09,326.667,0.72,62
1,7,92,21.9663,657.823,0.5,62
1,7,92,22.0412,353.333,0.7,62
1,7,92,21.8818,486.667,0.58,62
1,7,92,22.0054,473.333,0.64,62
1,7,92,22.0054,366.667,0.7,62
1,7,92,22.0639,393.333,0.68,62
1,7,92,21.9696,381.481,0.6,62
1,7,92,22.0119,620,0.6,62
1,8,60,20.1212,433.333,0.64,63
1,8,60,20.1569,385.714,0.68,63
1,8,60,20.1309,433.333,0.68,63
1,8,60,20.0919,344.898,0.68,63
1,8,60,20.1407,366.667,0.7,63
1,8,60,20.0528,420,0.64,63
1,8,60,20.0366,633.333,0.56,63
1,8,60,20.0951,406.667,0.64,63
1,8,60,20.0594,553.333,0.58,63
1,8,60,19.9975,713.333,0.52,63
1,8,60,19.9552,562.585,0.58,63
1,8,60,20.0366,713.333,0.52,63
1,8,60,20.1374,353.333,0.72,63
1,8,60,20.0951,412.925,0.64,63
1,8,60,20.0919,521.769,0.6,63
1,8,63,22.0054,486.667,0.6,64
1,8,63,21.9956,460,0.62,64
1,8,63,21.9924,412.057,0.62,64
1,8,63,21.9956,419.444,0.62,64
1,8,63,21.9566,405.556,0.62,64
1,8,63,22.1225,286.667,0.8,64
1,8,63,21.9794,613.889,0.6,64
1,8,63,21.911,562.585,0.54,64
1,8,63,21.9956,540,0.62,64
1,8,63,21.9631,486.667,0.6,64
1,8,63,21.9826,446.667,0.6,64
1,8,63,22.0412,385.714,0.68,64
1,8,63,21.9826,580,0.56,64
1,8,63,21.9891,446.667,0.62,64
1,8,63,21.9598,440.426,0.62,64
1,8,88,24.1865,463.741,0.64,65
1,8,88,24.2418,496.667,0.6,65
1,8,88,24.1767,496.667,0.58,65
1,8,88,24.2125,416.667,0.64,65
1,8,88,24.1605,483.333,0.64,65
1,8,88,24.2646,336.667,0.72,65
1,8,88,24.18,376.667,0.68,65
1,8,88,24.0856,803.878,0.5,65
1,8,88,24.2158,550,0.6,65
1,8,88,24.193,803.333,0.48,65
1,8,88,24.2027,450.136,0.64,65
1,8,88,24.2027,456.667,0.66,65
1,8,88,24.1995,450.426,0.6,65
1,8,88,24.2678,436.241,0.68,65
1,8,88,24.2548,450.136,0.62,65
1,8,90,24.3199,323.333,0.72,66
1,8,90,24.2548,550,0.62,66
1,8,90,24.2223,436.531,0.64,66
1,8,90,24.2483,360,0.68,66
1,8,90,24.2613,296.667,0.74,66
1,8,90,24.1279,640.612,0.6,66
1,8,90,24.2125,322.766,0.68,66
1,8,90,24.2223,456.667,0.64,66
1,8,90,24.3394,323.333,0.74,66
1,8,90,24.1214,620.638,0.52,66
1,8,90,24.1442,723.333,0.52,66
1,8,90,24.2711,416.667,0.66,66
1,8,90,24.2841,430,0.74,66
1,8,90,24.1572,696.667,0.56,66
1,8,90,24.2971,363.333,0.72,66
